sha	scope	path_or_hunk	decision	reason	target_batch
44a0ac283b0afa4afe3e50b5627235ef5ba29cf0	commit	all	mixed	reviewed: Immutable diff preserves Slice 1 engine or tuning paths while existing path rows defer feature or documentation paths: v2.3.0: updated changelog and version for ALPHA-0.2	frontier-mixed
44a0ac283b0afa4afe3e50b5627235ef5ba29cf0	path	build.gradle	slice1	reviewed: override -	build-review
44a0ac283b0afa4afe3e50b5627235ef5ba29cf0	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/WelcomeScene.java	excluded	reviewed: override -	excluded-upstream-docs
44a0ac283b0afa4afe3e50b5627235ef5ba29cf0	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/changelist/v2_X_Changes.java	excluded	reviewed: override -	excluded-upstream-docs
d7bd161f2d7a223c2e616a0618fd090b90c91842	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
af7e26e23949caaf009100557ab47e63b828518a	commit	all	mixed	reviewed: Immutable diff preserves Slice 1 engine or tuning paths while existing path rows defer feature or documentation paths: v2.3.0: updated changelog and version for ALPHA-0.1	frontier-mixed
af7e26e23949caaf009100557ab47e63b828518a	path	build.gradle	slice1	reviewed: override -	build-review
af7e26e23949caaf009100557ab47e63b828518a	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/WelcomeScene.java	excluded	reviewed: override -	excluded-upstream-docs
af7e26e23949caaf009100557ab47e63b828518a	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/changelist/v2_X_Changes.java	excluded	reviewed: override -	excluded-upstream-docs
9e4755b066d7e33db6c4daab91964789337d89bd	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-ui
396581f80d322696cec0637931b1a4a8644f7e54	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
0115c8db2e0c286550bb9e058de935416dc75f8d	commit	all	slice1	reviewed: Deterministic cold-code sample; immutable diff confirms v2.3.0: improved holiday sprites. lunar and easter still need work	cold-code
88847737839d2e7a8b790900ee83a82965b00428	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-misc
34b5035e75e779a6de0476b22b44f30762a773d5	commit	all	slice2	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Requires a class that only a slice2 content commit creates (mining/crystal/gnoll/fungi). Prior: provisional: cold code (general engine/tuning)	slice2-feature
9e32c18807f8b3a17dd8caeb2d136c5260aa97b0	commit	all	slice1	reviewed: Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: added damage icons for frost and water (for fiery enemies)	hotspot-char
1c8b13fa62f8cb2e3c186ed5de923f376b2b6118	commit	all	slice1	reviewed: Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: added icons to floating text for dmg, DOTs, healing, & currency	hotspot-char
4f8f576794f3fbf6803af600dd653d38edef4ffc	commit	all	slice2	reclassified 2026-07-25 (frontier, Task 16 boundary): new blacksmith/crystal/gnoll/fungi quest-content mob work, not Slice 1 combat tuning. The 2026-07-25 machine triage marked these triaged-mob because its marker scan reads added lines only and these reference quest state without naming the marker classes. Prior: TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	slice2-feature
e06d9a9187b9748e0b31883a0beb8b8712cda19c	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
2794f4f4578e7aac6f12c619aec5f2526119da32	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Needs a frontier call: references slice2 content or Dungeon.branch on added lines, or touches a class absent from CPDU and not created anywhere in v2.1.0..v2.5.4. Prior: provisional: cold code (general engine/tuning)	frontier-mixed
3495520547b62bfbc130c24215549b877bf2f102	commit	all	slice1	reviewed: Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: extended support for multiple splash effects at once	hotspot-hero
64be5ec538c9d74665749108a342d48990bd2cc1	commit	all	slice2	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Requires a class that only a slice2 content commit creates (mining/crystal/gnoll/fungi). Prior: provisional: cold code (general engine/tuning)	slice2-feature
4a6b65a567490ecf04ba291c20e21573fa849ea9	commit	all	slice2	reclassified 2026-07-25 (frontier, Task 16 boundary): new blacksmith/crystal/gnoll/fungi quest-content mob work, not Slice 1 combat tuning. The 2026-07-25 machine triage marked these triaged-mob because its marker scan reads added lines only and these reference quest state without naming the marker classes. Prior: TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	slice2-feature
6d27ab80250501f11ff9bafd256715d3d39cccc8	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Needs a frontier call: references slice2 content or Dungeon.branch on added lines, or touches a class absent from CPDU and not created anywhere in v2.1.0..v2.5.4. Prior: provisional: cold code (general engine/tuning)	frontier-mixed
21b05f3cf311e89dbbc88f87c54436377a938069	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-misc
c3c4cc9f543c5d82ab6f3f07e18ca0896b756069	commit	all	slice2	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Requires a class that only a slice2 content commit creates (mining/crystal/gnoll/fungi). Prior: provisional: cold code (general engine/tuning)	slice2-feature
3694bc666db773703226047cee41a760eada9d4b	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Needs a frontier call: references slice2 content or Dungeon.branch on added lines, or touches a class absent from CPDU and not created anywhere in v2.1.0..v2.5.4. Prior: provisional: cold code (general engine/tuning)	frontier-mixed
1a9bb229688fc83b43add858438cdc935b1b6365	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Needs a frontier call: references slice2 content or Dungeon.branch on added lines, or touches a class absent from CPDU and not created anywhere in v2.1.0..v2.5.4. Prior: provisional: cold code (general engine/tuning)	frontier-mixed
9fa8f123eebe2dd4e35da6f9a03ef18f94fe7e4c	commit	all	slice2	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Requires a class that only a slice2 content commit creates (mining/crystal/gnoll/fungi). Prior: provisional: cold code (general engine/tuning)	slice2-feature
c221387115dc80ce8f241e070339362a698ace99	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-mob
59f37cb4c03b44b770408d7ab2745b08f048d841	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-level
a96375385857c585ed051c92092b8bad3636a44a	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-mob
ae5c7f65eed28845a5437f1e20fcc797fa5c2d2c	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-misc
15cd9f3306b55b25a150cb619a512558d61590f1	commit	all	slice1	reviewed: Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: added two badges for hero remains items	hotspot-dungeon
5f8185c3ddfe4680e0e9607a14ae29a26f60eb2c	commit	all	excluded	reviewed: Immutable diff is iOS-only or upstream-only documentation and is excluded: v2.3.0: condensed v2.2's changelog	excluded-upstream-docs
a7440afe2fe7c7acfbe41194ba861995152fa5f6	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Needs a frontier call: references slice2 content or Dungeon.branch on added lines, or touches a class absent from CPDU and not created anywhere in v2.1.0..v2.5.4. Prior: provisional: cold code (general engine/tuning)	frontier-mixed
c6794ccb09d8c8ec8ba7460446984284b1d6694a	commit	all	excluded	reviewed: Immutable diff is iOS-only or upstream-only documentation and is excluded: v2.3.0: added commentary for v1.2.0	excluded-upstream-docs
f6054cc8967532f208c9003d5fe6841d13acd80f	commit	all	slice1	reviewed: Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: remains changes: - remains now include an extra item based on the class of the hero who died, these either appear on their own instead of gold drops, or in addition to a regular remains drop - capped the quantity scaling of consumable items left by remains at 3 - fixed extremely rare cases of remains affecting small parts of levelgen	hotspot-level
4537498afe246625417bde67591f2d10cf3ff8a3	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-ui
1dae6f108f150a00d002e2f1348540acadcae9a0	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-mob
3d7b25e7e566cfe99353d0cd9e4ab5eb5a1ba5a7	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
e58bd78e00fbc278b22e680296efea5b1af0a4d8	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-buff
f0c4e6be0c0da34cee973d53cba257fa684bfdc1	commit	all	slice1	reviewed: This is a generic collision-property bug for a cursed Wand of Warding, not the deferred rare cursed-wand effect rework; preserve it as Slice 1 engine behavior.	cold-code
f0c4e6be0c0da34cee973d53cba257fa684bfdc1	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/WandOfWarding.java	slice1	reviewed: override -	cold-code
9127dfff9b7e49e5612c58cb58c7d70fec810768	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
a82cf874da55e60aadbf49d551b67d9720c79f46	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Confirmed cold: touches no com.shatteredpixel game class. cold-code classification upheld. Prior: provisional: cold code (general engine/tuning)	cold-code
ba14fda19a6c72e4c3921f91db7eee280dffdd07	commit	all	slice1	reviewed: Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: implemented very rough early logic for geomancer fight stages	hotspot-hero
cd2244f54543dfc0dcb48b35a3c560a44e4e71be	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-mob
ec9da9b04e8058245c669930975acdb01c8e70a2	commit	all	slice2	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Requires a class that only a slice2 content commit creates (mining/crystal/gnoll/fungi). Prior: provisional: cold code (general engine/tuning)	slice2-feature
90a22ab5beb9217df3838d8028d6284fb3a681ac	commit	all	slice2	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Requires a class that only a slice2 content commit creates (mining/crystal/gnoll/fungi). Prior: provisional: cold code (general engine/tuning)	slice2-feature
162107ae677c27ddc7b097917bb36e3cfc141380	commit	all	slice2	reclassified 2026-07-25 (frontier, Task 15 scoping): mining/blacksmith/gnoll/fungi quest-content port, not a Slice 1 conflict resolution. CPDU has no MiningLevel.java and no quest-content level stack; the level-file hunks land only in absent classes or are guarded by MiningLevel/Blacksmith.Quest.Type. Slice 1 acceptance requires Slice 2 feature hunks be absent. Prior reason: reviewed: Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: added text for sappers and reduced their melee damage	slice2-feature
7dc73f01f6934e445b54fd4e0d64a25225dd452c	commit	all	slice2	reclassified 2026-07-25 (frontier, Task 15 scoping): mining/blacksmith/gnoll/fungi quest-content port, not a Slice 1 conflict resolution. CPDU has no MiningLevel.java and no quest-content level stack; the level-file hunks land only in absent classes or are guarded by MiningLevel/Blacksmith.Quest.Type. Slice 1 acceptance requires Slice 2 feature hunks be absent. Prior reason: reviewed: Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: made a gnoll rockfall trap class, gave them text, nerfed them	slice2-feature
ab8ca6b6facdfe2c0016c8df21588484d8625a7a	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Needs a frontier call: references slice2 content or Dungeon.branch on added lines, or touches a class absent from CPDU and not created anywhere in v2.1.0..v2.5.4. Prior: provisional: cold code (general engine/tuning)	frontier-mixed
d2920face3fbd6262264ffd8004f2064d2f9a62b	commit	all	slice2	reclassified 2026-07-25 (frontier, Task 16 boundary): new blacksmith/crystal/gnoll/fungi quest-content mob work, not Slice 1 combat tuning. The 2026-07-25 machine triage marked these triaged-mob because its marker scan reads added lines only and these reference quest state without naming the marker classes. Prior: TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	slice2-feature
3273ab0cd1502038ba87a0a9f96b9be017df5891	commit	all	slice2	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Requires a class that only a slice2 content commit creates (mining/crystal/gnoll/fungi). Prior: provisional: cold code (general engine/tuning)	slice2-feature
9b73449586be93910f096ee28aba292fd852b69d	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
b8fb2cb02ddeb1a383b715b4d007ec4db0e0ec79	commit	all	slice1	reviewed: Deterministic assets-localization sample; immutable diff confirms v2.3.0: made DM-201 sprites more distinct from DM-200	assets-localization
bc1ee348bc50a33e67d9e122c9538a0ed6328a62	commit	all	slice2	reviewed: Immutable diff implements a deferred named feature and stays in Slice 2: v2.3.0: blacksmith landmark entry now clears after rewards are finished	slice2-feature
b94425b2c4af882aa900c52194118f6e11bb3dc0	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Needs a frontier call: references slice2 content or Dungeon.branch on added lines, or touches a class absent from CPDU and not created anywhere in v2.1.0..v2.5.4. Prior: provisional: cold code (general engine/tuning)	frontier-mixed
b0f37db830413d37a95dcd4b26cdba4e3ebae0f2	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-mob
ff2239e67ae7d718fad7892ffff00d2741f4097b	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-mob
98438cf9ae590cdc5585293e27d4b19845e0ef30	commit	all	slice2	reclassified 2026-07-25 (frontier, Task 16 boundary): new blacksmith/crystal/gnoll/fungi quest-content mob work, not Slice 1 combat tuning. The 2026-07-25 machine triage marked these triaged-mob because its marker scan reads added lines only and these reference quest state without naming the marker classes. Prior: TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	slice2-feature
9ecf0447f3517a4fde4a4347f2c205128919c808	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
7b7ecb36090507b10e61efa30b3b4a80d73e504f	commit	all	slice2	reclassified 2026-07-25 (frontier, Task 15 scoping): mining/blacksmith/gnoll/fungi quest-content port, not a Slice 1 conflict resolution. CPDU has no MiningLevel.java and no quest-content level stack; the level-file hunks land only in absent classes or are guarded by MiningLevel/Blacksmith.Quest.Type. Slice 1 acceptance requires Slice 2 feature hunks be absent. Prior reason: reviewed: Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: lots more impl and refinement for gnoll sappers and quest	slice2-feature
c7d9d696194300b150af55f1b70266897f50ac6d	commit	all	slice1	reviewed: Deterministic assets-localization sample; immutable diff confirms v2.3.0: improve details on guard's shield and trickster's strap	assets-localization
fa1b1b7d9fa7a7eada8e3a20d60de232204b4cb2	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Needs a frontier call: references slice2 content or Dungeon.branch on added lines, or touches a class absent from CPDU and not created anywhere in v2.1.0..v2.5.4. Prior: provisional: cold code (general engine/tuning)	frontier-mixed
7a49a1b887768c156b8b4bcd4929558c387f5505	commit	all	mixed	reviewed: Immutable diff preserves Slice 1 engine or tuning paths while existing path rows defer feature or documentation paths: v2.3.0: updated version info, removed support for saves prior to v1.4.3	frontier-mixed
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/Talent.java	slice1	reviewed: override -	cold-code
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Badges.java	slice1	reviewed: override -	cold-code
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/GamesInProgress.java	slice1	reviewed: override -	cold-code
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/ItemStatusHandler.java	slice1	reviewed: override -	cold-code
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/CavesBossLevel.java	slice1	reviewed: override -	hotspot-level
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/CityBossLevel.java	slice1	reviewed: override -	hotspot-level
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/features/HighGrass.java	slice1	reviewed: override -	cold-code
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/HallsBossLevel.java	slice1	reviewed: override -	hotspot-level
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/LastLevel.java	slice1	reviewed: override -	hotspot-level
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/Level.java	slice1	reviewed: override -	hotspot-level
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/PrisonBossLevel.java	slice1	reviewed: override -	hotspot-level
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/SewerBossLevel.java	slice1	reviewed: override -	hotspot-level
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/HeroSelectScene.java	slice1	reviewed: override -	cold-code
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/WelcomeScene.java	excluded	reviewed: override -	excluded-upstream-docs
7a49a1b887768c156b8b4bcd4929558c387f5505	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ShatteredPixelDungeon.java	slice1	reviewed: override -	cold-code
7a49a1b887768c156b8b4bcd4929558c387f5505	path	SPD-classes/src/main/java/com/watabou/utils/Bundle.java	slice1	reviewed: override -	hotspot-bundle
aded03d7a62948ba773768391215f19529b3f10e	commit	all	slice1	reviewed: Deterministic assets-localization sample; immutable diff confirms v2.3.0: armored brutes now have visual armor, instead of a shield	assets-localization
df91e7751d69985a514a8d69b0bb1e6c25eae299	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Needs a frontier call: references slice2 content or Dungeon.branch on added lines, or touches a class absent from CPDU and not created anywhere in v2.1.0..v2.5.4. Prior: provisional: cold code (general engine/tuning)	frontier-mixed
dfc9cd7b9096eef5ceaa65078fd4be5ba0234d34	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-mob
3a153161d214968b88ae8d27cc7e3261a6615b4c	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Needs a frontier call: references slice2 content or Dungeon.branch on added lines, or touches a class absent from CPDU and not created anywhere in v2.1.0..v2.5.4. Prior: provisional: cold code (general engine/tuning)	frontier-mixed
9e59f6598af3f367458e37b93200edd845524754	commit	all	mixed	reviewed: Immutable diff preserves Slice 1 engine or tuning paths while existing path rows defer feature or documentation paths: v2.3.0: one more crack at iOS gestures, think this one fixes everything	frontier-mixed
9e59f6598af3f367458e37b93200edd845524754	path	ios/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ios/IOSLauncher.java	excluded	reviewed: override -	excluded-ios
9e59f6598af3f367458e37b93200edd845524754	path	SPD-classes/src/main/java/com/watabou/noosa/Game.java	slice1	reviewed: override -	cold-code
f00acdc182c469ee74da0efb43649da97d00bbff	commit	all	excluded	reviewed: Immutable diff is iOS-only or upstream-only documentation and is excluded: v2.3.0: updated iOS device definitions	excluded-ios
6d1590bfdd17fde808f4792509e8c534499646af	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
f9e346b2ca391603fc9edbb0f9f9babe8cdcf6f5	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
