sha	review_kind	status	decision	target_batch	path_overrides	reason
5f8185c3ddfe4680e0e9607a14ae29a26f60eb2c	frontier-required	approved	excluded	excluded-upstream-docs	-	Immutable diff is iOS-only or upstream-only documentation and is excluded: v2.3.0: condensed v2.2's changelog
c6794ccb09d8c8ec8ba7460446984284b1d6694a	frontier-required	approved	excluded	excluded-upstream-docs	-	Immutable diff is iOS-only or upstream-only documentation and is excluded: v2.3.0: added commentary for v1.2.0
f6054cc8967532f208c9003d5fe6841d13acd80f	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: remains changes: - remains now include an extra item based on the class of the hero who died, these either appear on their own instead of gold drops, or in addition to a regular remains drop - capped the quantity scaling of consumable items left by remains at 3 - fixed extremely rare cases of remains affecting small parts of levelgen
f0c4e6be0c0da34cee973d53cba257fa684bfdc1	frontier-required	override	slice1	cold-code	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/WandOfWarding.java=slice1	This is a generic collision-property bug for a cursed Wand of Warding, not the deferred rare cursed-wand effect rework; preserve it as Slice 1 engine behavior.
ba14fda19a6c72e4c3921f91db7eee280dffdd07	frontier-required	approved	slice1	hotspot-hero	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: implemented very rough early logic for geomancer fight stages
162107ae677c27ddc7b097917bb36e3cfc141380	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: added text for sappers and reduced their melee damage
7dc73f01f6934e445b54fd4e0d64a25225dd452c	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: made a gnoll rockfall trap class, gave them text, nerfed them
b8fb2cb02ddeb1a383b715b4d007ec4db0e0ec79	sample	approved	slice1	assets-localization	-	Deterministic assets-localization sample; immutable diff confirms v2.3.0: made DM-201 sprites more distinct from DM-200
bc1ee348bc50a33e67d9e122c9538a0ed6328a62	frontier-required	approved	slice2	slice2-feature	-	Immutable diff implements a deferred named feature and stays in Slice 2: v2.3.0: blacksmith landmark entry now clears after rewards are finished
7b7ecb36090507b10e61efa30b3b4a80d73e504f	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: lots more impl and refinement for gnoll sappers and quest
c7d9d696194300b150af55f1b70266897f50ac6d	sample	approved	slice1	assets-localization	-	Deterministic assets-localization sample; immutable diff confirms v2.3.0: improve details on guard's shield and trickster's strap
7a49a1b887768c156b8b4bcd4929558c387f5505	frontier-required	approved	mixed	frontier-mixed	-	Immutable diff preserves Slice 1 engine or tuning paths while existing path rows defer feature or documentation paths: v2.3.0: updated version info, removed support for saves prior to v1.4.3
aded03d7a62948ba773768391215f19529b3f10e	sample	approved	slice1	assets-localization	-	Deterministic assets-localization sample; immutable diff confirms v2.3.0: armored brutes now have visual armor, instead of a shield
9e59f6598af3f367458e37b93200edd845524754	frontier-required	approved	mixed	frontier-mixed	-	Immutable diff preserves Slice 1 engine or tuning paths while existing path rows defer feature or documentation paths: v2.3.0: one more crack at iOS gestures, think this one fixes everything
f00acdc182c469ee74da0efb43649da97d00bbff	frontier-required	approved	excluded	excluded-ios	-	Immutable diff is iOS-only or upstream-only documentation and is excluded: v2.3.0: updated iOS device definitions
fae73101aaa70ac5b51ea577a9389809a91fdafe	frontier-required	approved	slice1	hotspot-hero	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: improved foresight buffs on level load and at high movespeed
268b804ac6d76620bd596921c83df1710cb71801	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: code refactoring and improved enemy spawn spread in caves quest
649d89bd320627838c0e1a8be7241e16c44bbc50	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: switched internal quest order for fungi and gnoll quests
e7501654130ebc49a54c4e36f50594332c2f98d5	frontier-required	approved	slice1	hotspot-hero	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: various small improvements to gnoll quest levelgen
9bc886dd8a9efe4d451baf583383f802e76b5353	frontier-required	approved	slice1	hotspot-hero	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: improved game log entries when picking up dark gold
5f9926e3ea2f801da9f614517657c19f42e059ec	frontier-required	approved	slice1	hotspot-dungeon	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: fixed inter-floor teleports working in mining level
052715a694d6ee9b9dc9771fe73bbab4d056c622	frontier-required	approved	slice1	platform-review	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: added support for android themed icons
008a65140a2fb922a716aa9a07fdb62921ce91f9	sample	approved	slice1	cold-code	-	Deterministic cold-code sample; immutable diff confirms v2.3.0: added a warning when stealing from shops
a7ded9be41e2bb92ebbc54552098b6c8d7ad3750	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/messages/scenes/scenes.properties@@tutorial_guidebook=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/GameScene.java@@Document.ADVENTURERS_GUIDE=slice2	General desktop movement and UI keybinding tutorial hunks are Slice 1; guidebook and journal-specific tutorial hunks are deferred Slice 2.
52b216371231b65d513b028139ad363de61600ea	frontier-required	approved	slice1	hotspot-hero	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.3.0: hero can now self-trample plants on level transitions
ce6d400ec914e301f937917cae0a34763f0d7fb6	frontier-required	override	mixed	frontier-mixed	build.gradle=excluded;core/src/main/assets/messages/scenes/scenes_hu.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_in.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_pl.properties@@scenes.welcomescene.update_msg=excluded	Immutable diff contains valid Slice 1 translations plus deferred journal or excluded release content; exclude build/version metadata where present and the anchored WelcomeScene release-message hunks while preserving the remaining reviewed partition.
73b3dcb92cd431e8af75fb7d93d7172c89c21f27	frontier-required	approved	slice1	build-review	-	Immutable diff 'v2.2.1: fixed copyAndroidNatives task not automatically running' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in build-review with no named Slice 2 feature, iOS work, or upstream-only documentation.
735515df65a693f4dae7acb44a40a3e0448af0d9	frontier-required	approved	slice1	hotspot-dungeon	-	Immutable diff 'v2.2.1: fixed level load failsafe logic wrongly triggering in new quest' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-dungeon with no named Slice 2 feature, iOS work, or upstream-only documentation.
5410353c02bd4111875c1c1672881f5b3673c8d1	sample	approved	slice1	assets-localization	-	Deterministic lexicographic sample from assets-localization; immutable diff 'v2.2.1: fixed minor errors in crystal spire sprite' is Slice 1 support with no named Slice 2 feature, iOS work, or upstream-only documentation.
e4b8f3107f2658d11235376915f2e34c2e7d4edd	frontier-required	approved	mixed	frontier-mixed	-	Reviewed all 2 following partition rows and the immutable diff for 'v2.2.1: fixed various issues with iOS gestures (actually hopefully)'; paths fully cover the diff and correctly preserve Slice 1 while deferring marked feature, iOS, or upstream-doc content.
ef4ff6ae84c230798ef080d2b268d20feb0e8928	frontier-required	override	mixed	build-review	build.gradle=excluded	Keep the v2_2_0 migration/version constant correction used by serialization compatibility, but exclude the upstream application version-code bump.
5383932e4a72785e0cb0f438209287f568dd6b76	frontier-required	approved	mixed	frontier-mixed	-	Reviewed all 6 following partition rows and the immutable diff for 'v2.2.0: updated boss low hp music with better looping'; paths fully cover the diff and correctly preserve Slice 1 while deferring marked feature, iOS, or upstream-doc content.
fac949aa507b2968bddd9b45f92f1ada33aa1942	frontier-required	override	mixed	frontier-mixed	build.gradle=excluded;core/src/main/assets/messages/scenes/scenes.properties@@scenes.welcomescene.update_msg=excluded	Immutable diff contains valid Slice 1 translations plus deferred journal or excluded release content; exclude build/version metadata where present and the anchored WelcomeScene release-message hunks while preserving the remaining reviewed partition.
3eba0fec2f7e5e9cab0a9439424bfb9f61e0e634	sample	approved	slice1	assets-localization	-	Deterministic lexicographic sample from assets-localization; immutable diff 'v2.2.0: more modest improvements to the crystal spire sprite' is Slice 1 support with no named Slice 2 feature, iOS work, or upstream-only documentation.
0589242ca1fbff4e15a3d766c91e90556796911d	frontier-required	override	mixed	frontier-mixed	build.gradle=excluded;core/src/main/assets/messages/scenes/scenes_el.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_es.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_it.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_vi.properties@@scenes.welcomescene.update_msg=excluded	Immutable diff contains valid Slice 1 translations plus deferred journal or excluded release content; exclude build/version metadata where present and the anchored WelcomeScene release-message hunks while preserving the remaining reviewed partition.
3365c0c4ef3fe1a6b56bd8c0ee3c7bf2749e0d62	sample	approved	slice1	assets-localization	-	Deterministic lexicographic sample from assets-localization; immutable diff 'v2.2.0: substantially improved crystal terrain visuals' is Slice 1 support with no named Slice 2 feature, iOS work, or upstream-only documentation.
a86e20c79369043e4c6d815fd56beac0e50cb683	frontier-required	override	slice1	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/CursedWand.java@@Mimic.spawnAt(spawnCell, GoldenMimic.class, false)=slice1	The CursedWand hunk is a call-site adaptation to the new Mimic levelgen/deck API and preserves the existing rare effect; it is Slice 1 engine compatibility, not the deferred rare-effect rework.
265026843f0b62141cc56a41b95d718ac4055a57	frontier-required	override	mixed	frontier-mixed	build.gradle=excluded;core/src/main/assets/messages/scenes/scenes_be.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_cs.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_de.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_el.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_es.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_fr.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_hu.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_it.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_ja.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_ko.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_pl.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_pt.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_ru.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_tr.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_uk.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_vi.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_zh.properties@@scenes.welcomescene.update_msg=excluded	Immutable diff contains valid Slice 1 translations plus deferred journal or excluded release content; exclude build/version metadata where present and the anchored WelcomeScene release-message hunks while preserving the remaining reviewed partition.
4a67ff18ac1ec4255b262528aaef97f67b5b7683	sample	approved	slice1	assets-localization	-	Deterministic lexicographic sample from assets-localization; immutable diff 'v2.2.0: darkened crystals in new mining area' is Slice 1 support with no named Slice 2 feature, iOS work, or upstream-only documentation.
1fe28594a36789d4944dd5b48a1e223709dfdaf5	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: crystal balance tweaks: - guardian damage down by 13.3% - 1 fewer wisp spawns on level start - wisp respawn delay increased by 50%' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
59b6065a9a0850d6903248e21854c9464d2df035	frontier-required	approved	slice1	hotspot-dungeon,hotspot-level	-	Immutable diff 'v2.2.0: reduced the forbidden runes challenge's impact on levelgen' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-dungeon,hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
a6d7116d38dcf186211418b9a6d5bd7d135ac9c5	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: fixed into darkness challenge affecting broader levelgen' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
e5e6d73b1972d2e0b1ad0313db73464fa43cf010	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: fixed barren land challenge affecting broader levelgen' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
baea3b7e83cd4f3421b4c5ab6e452357365c245c	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: fixed imp shop not generating items during levelgen' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
cf7ddd4dbd5e21bed004833f3091bb8a23177223	frontier-required	override	slice1	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/CursedWand.java@@result = Generator.randomUsingDefaults=slice1	The CursedWand hunk prevents a non-levelgen rare-effect drop from consuming item decks, exactly matching this Slice 1 engine fix rather than adding the deferred cursed-wand feature rework.
8a07131c53fc4b56d25690aa067b2c2ebe8830dc	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: added some very basic levelgen code for fungus quest' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
e124533d586e12971071e1c09bbce49ce9b45df2	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: added some additional examine text for caves quest walls' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
a1da9b95560544d78263aa329b13396845ec24b4	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: added the first enemy for the gnoll caves quest variant' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
dfa2b1c16ee4e98995254678c1af9a4e4242be92	frontier-required	approved	slice1	hotspot-char	-	Immutable diff 'v2.2.0: added a safety check for CharSprite moving' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-char with no named Slice 2 feature, iOS work, or upstream-only documentation.
238e5a9862990c57c4b2831bc36462af8dbf6c84	frontier-required	override	mixed	frontier-mixed	build.gradle=excluded	Immutable diff combines useful translations or migration support with upstream release identity; exclude the build.gradle version hunk and any WelcomeScene release-message hunk while preserving Slice 1 content and existing feature partitions.
abdad5350af0a9ebf1389e2513fabd3aa9a4061a	frontier-required	approved	slice1	hotspot-hero	-	Immutable diff 'v2.2.0: various balance changes to the new caves quest' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-hero with no named Slice 2 feature, iOS work, or upstream-only documentation.
5b196428beccd0eaa5e27b69b67ca791c1228b74	frontier-required	approved	slice1	hotspot-char	-	Immutable diff 'v2.2.0: fixed throwItems not working with new enclosed crystal areas' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-char with no named Slice 2 feature, iOS work, or upstream-only documentation.
0142b9a9efbfe3d0db06d45be4568e0b04c9c6c0	frontier-required	approved	slice1	build-review	-	Immutable diff 'v2.2.0: reverted AGP updates, fixes crashes on old Android versions' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in build-review with no named Slice 2 feature, iOS work, or upstream-only documentation.
274835f9fb719d5084c42f260b737050bfaed372	frontier-required	override	mixed	frontier-mixed	build.gradle=excluded	Immutable diff combines useful translations or migration support with upstream release identity; exclude the build.gradle version hunk and any WelcomeScene release-message hunk while preserving Slice 1 content and existing feature partitions.
385ab558fd51fd8df1a9048e1e81be1af91b191e	frontier-required	approved	slice1	hotspot-hero	-	Immutable diff 'v2.2.0: fixed various cases where the pickaxe could be lost, softlocking' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-hero with no named Slice 2 feature, iOS work, or upstream-only documentation.
64b6f11040fcc6f76e41ab8565dc944229e30022	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: mining levels now spawn a torch when into darkness is enabled' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
35022e8075e1f0375bfa30e01cb90f4728446246	frontier-required	approved	slice1	hotspot-char	-	Immutable diff 'v2.2.0: downed guardians now repel items & don't trigger on-hit effects' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-char with no named Slice 2 feature, iOS work, or upstream-only documentation.
04a56c5ceaf202196783a5b55b9e01724388db0c	frontier-required	approved	slice1	hotspot-dungeon	-	Immutable diff 'v2.2.0: fixed findstep also including avoid cells in all cases' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-dungeon with no named Slice 2 feature, iOS work, or upstream-only documentation.
51cfd6eb4541cc25f7c68542c07d855241a0ee4f	frontier-required	override	excluded	build-review	-	Immutable diff is only an upstream release version bump plus changelog or WelcomeScene release copy; it is product identity metadata, not Slice 1 engine or tuning work.
a3bc38c6a98db4c4b47788479efa65da48bc9908	frontier-required	approved	excluded	excluded-ios	-	Immutable diff 'v2.2.0: added arm64 in robovm.xml (builds were already using it)' is confined to excluded-ios content and correctly remains outside Slice 1.
d67770f13e65975232221be137a7bbaa56a196dd	frontier-required	override	mixed	frontier-mixed	build.gradle=excluded	Immutable diff combines useful translations or migration support with upstream release identity; exclude the build.gradle version hunk and any WelcomeScene release-message hunk while preserving Slice 1 content and existing feature partitions.
dfa93f5c9454a523b950c1e305d7ecaf3c460327	frontier-required	override	mixed	frontier-mixed	build.gradle=excluded	Immutable diff combines useful translations or migration support with upstream release identity; exclude the build.gradle version hunk and any WelcomeScene release-message hunk while preserving Slice 1 content and existing feature partitions.
f9e65299492c7d3ca98bbd0382dd6fe711ef59da	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: loads more refinement on the crystal spire fight.' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
1ac19a002dad772c260dfa5cdd740487246c17d4	frontier-required	approved	slice1	hotspot-hero	-	Immutable diff 'v2.2.0: improved gold mining: takes 1 turn and doesn't break crystal' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-hero with no named Slice 2 feature, iOS work, or upstream-only documentation.
5d16bf99b04e471d56e581490bf9bcd2057627e9	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: fixed various minor hiccups with new music system' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
7f5c82ee8177a846975079070c8f05395e197bc8	frontier-required	override	excluded	platform-review	-	Immutable diff only changes the upstream macOS notarization packaging script; this release tooling is outside Slice 1 engine and tuning scope.
069f2fdbc2ade2b270d2af25c16753108c87f8ab	frontier-required	approved	slice1	hotspot-hero	-	Immutable diff 'v2.2.0: lots more crystal enemy mechanics implementation' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-hero with no named Slice 2 feature, iOS work, or upstream-only documentation.
6dcb16f70a837f808bcc3c8593628caae0d4bdd6	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: numerous improvements to mining/crystal quest cave generation' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
02bcd233785f39ba4b4b545e30357c370cd3b4e9	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: added some null safety checks to quest music playback' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
e45206016a33c0a1c6a8cdc1dfa6fc60402d1815	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: added a new tile type that matches empty but cannot be modified' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named S…2508 tokens truncated…gine, tuning, build-compatibility, or runtime fix in hotspot-hero with no named Slice 2 feature, iOS work, or upstream-only documentation.
4c86cba1cf29669f11a823914ef228e3624d08d3	frontier-required	approved	slice1	hotspot-char,hotspot-dungeon,hotspot-level	-	Immutable diff 'v2.2.0: early incomplete implementations for crystal enemies' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-char,hotspot-dungeon,hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
b26b943eeeafbde0d3170eacaae7ec317d8e3e44	frontier-required	override	mixed	frontier-mixed	build.gradle=excluded	Immutable diff combines Slice 1 translations with deferred journal content and an upstream release-version bump; exclude build.gradle while preserving the reviewed path partition.
41d79f2ea4defbd58aede9484de486d9a3492b10	frontier-required	approved	slice1	hotspot-hero,hotspot-level	-	Immutable diff 'v2.2.0: enabled hunger mechanics in the new mining area' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-hero,hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
b3066625c775cbdbbde5419d31aa6c8061c5a698	frontier-required	override	mixed	frontier-mixed	build.gradle=excluded	Immutable diff combines Slice 1 translations with deferred journal content and an upstream release-version bump; exclude build.gradle while preserving the reviewed path partition.
073f951ba92cf4fe44bb87386abacc33c445826a	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: Fixed Yog's music sometimes playing before the fight starts' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
2cf30cacc765ce941cfdd101614f333d4eed342f	frontier-required	approved	mixed	frontier-mixed	-	Reviewed every following partition row and the immutable diff for 'v2.2.0: fixed prison tense file being the same as halls tense'; paths fully cover the diff and correctly preserve Slice 1 while deferring marked iOS or upstream-doc content.
0afff0c7e7004ed89dd30b31e72e426a84c0bc03	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: extended the fade out time for boss tracks' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
5bd755b1634e8d0cc2b689bc7498b9b285865f8f	frontier-required	override	excluded	frontier-mixed	-	Immutable diff is only an upstream beta version bump and changelog entry; it is product release metadata, not Slice 1 engine or tuning work.
9c2588e197d0e5c82a490ac4e7604112031bd247	frontier-required	override	excluded	frontier-mixed	-	Immutable diff is only an upstream beta version bump and changelog entry; it is product release metadata, not Slice 1 engine or tuning work.
55f267f5b6eb176b536a1a2c3a7850c87693a873	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/messages/scenes/scenes_de.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_in.properties@@scenes.welcomescene.update_msg=excluded	Keep ordinary Slice 1 translations and defer journal files, but exclude the two anchored upstream WelcomeScene release-message hunks embedded in otherwise shared scene catalogs.
acd8e29ea47431610eebf1a31d3edc9d9bd99b01	frontier-required	override	excluded	frontier-mixed	-	Immutable diff is only an upstream beta version bump, changelog entry, and WelcomeScene release copy; it is product release metadata outside Slice 1.
091b17a3d60eee5e79706e41ebf9c44d71fd5777	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: added a check for player trying to leave pickaxe in quest ares' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
2eb2f1c12a59cfacbcbf9596d18c3317adbd614c	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/messages/scenes/scenes_be.properties@@scenes.welcomescene.patch_balance=excluded;core/src/main/assets/messages/scenes/scenes_be.properties@@scenes.welcomescene.patch_bugfixes=excluded;core/src/main/assets/messages/scenes/scenes_be.properties@@scenes.welcomescene.patch_intro=excluded;core/src/main/assets/messages/scenes/scenes_be.properties@@scenes.welcomescene.patch_msg=excluded;core/src/main/assets/messages/scenes/scenes_be.properties@@scenes.welcomescene.patch_translations=excluded;core/src/main/assets/messages/scenes/scenes_be.properties@@scenes.welcomescene.update_intro=excluded;core/src/main/assets/messages/scenes/scenes_be.properties@@scenes.welcomescene.update_msg=excluded	Keep the new Belarusian gameplay translations and defer its journal catalog, but exclude the anchored upstream-branded WelcomeScene release-message block from the shared scene catalog.
8eb23aacb3269115556b95ba85ae65869fc4cec3	frontier-required	override	excluded	frontier-mixed	-	Immutable diff is only an upstream alpha version bump and changelog entry; it is product release metadata, not Slice 1 engine or tuning work.
be110feb03113b65c846580a9683f15451ac3cfe	frontier-required	override	excluded	frontier-mixed	-	Immutable diff is only an upstream alpha version bump plus changelog and WelcomeScene release copy; it is product release metadata outside Slice 1.
db782a5a905ae94182441953f2a861900776a573	frontier-required	approved	mixed	frontier-mixed	-	Reviewed every following partition row and the immutable diff for 'v2.2.0: added a third segment to each region's track'; paths fully cover the diff and correctly preserve Slice 1 while deferring marked iOS or upstream-doc content.
bae770407f0cc8a9e154497d569548c2550ec13b	frontier-required	approved	mixed	frontier-mixed	-	Reviewed every following partition row and the immutable diff for 'v2.2.0: added finale tracks for the 3 later bosses and the game itself'; paths fully cover the diff and correctly preserve Slice 1 while deferring marked iOS or upstream-doc content.
93a0ff7e597c5b369b8eb979405a5490f5450f93	frontier-required	approved	mixed	frontier-mixed	-	Reviewed every following partition row and the immutable diff for 'v2.2.0: tiny changes to mixing/volume of existing tracks'; paths fully cover the diff and correctly preserve Slice 1 while deferring marked iOS or upstream-doc content.
31efb7fd848f6ed72170dbe3f0caa7a96192f1a3	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: tense musing now also plays during the game's first three quests' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
f6f3129c8bc0d7b1304e91d02c8609fcc8b08721	frontier-required	approved	slice1	build-review	-	Immutable diff 'v2.2.0: updated some dependencies' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in build-review with no named Slice 2 feature, iOS work, or upstream-only documentation.
54c19b08425a8d4c1325f04832740e91b0a8b255	frontier-required	approved	mixed	frontier-mixed	-	Reviewed every following partition row and the immutable diff for 'v2.2.0: added five new 'tense' soundtracks, which play during ascent'; paths fully cover the diff and correctly preserve Slice 1 while deferring marked iOS or upstream-doc content.
3ff942a895c117df00def06ad2a88b9c0b28a1bd	frontier-required	approved	slice1	hotspot-level	-	Immutable diff 'v2.2.0: reverted unintentional change of floor 1 traps' is a Slice 1 engine, tuning, build-compatibility, or runtime fix in hotspot-level with no named Slice 2 feature, iOS work, or upstream-only documentation.
1adac5508d2316d8a3ab724c5e0b3b8d95e9a124	frontier-required	approved	excluded	excluded-upstream-docs	-	Immutable diff 'v2.2.0: fixed a few incorrect sprites in the changes screen' is confined to excluded-upstream-docs content and correctly remains outside Slice 1.
